Results,EUR/USD Close,USD/JPY Close,USD/CAD Close,EUR/JPY Close
2015-05-27,1.0902,123.748,1.2456,134.907
2015-05-28,1.09398,124.022,1.24301,135.681
2015-05-29,1.09813,124.086,1.24449,136.23
2015-06-01,1.09259,124.805,1.25319,136.367
2015-06-02,1.11518,124.043,1.24058,138.327
2015-06-03,1.12683,124.28,1.2453,140.046
2015-06-04,1.1243,124.296,1.2491,139.748
2015-06-05,1.111,125.637,1.24386,139.6
2015-06-08,1.12822,124.408,1.24,140.36
2015-06-09,1.1278,124.343,1.2341,140.253
2015-06-10,1.132,122.72,1.22651,138.926
2015-06-11,1.12595,123.44,1.22799,138.99
2015-06-12,1.1252,123.39,1.23109,138.88
2015-06-15,1.1285,123.34,1.2312,139.2
2015-06-16,1.1247,123.375,1.23126,138.763
2015-06-17,1.1335,123.38,1.2236,139.86
2015-06-18,1.1372,122.91,1.22276,139.796
2015-06-19,1.13434,122.68,1.2264,139.17
2015-06-22,1.1322,123.403,1.23279,139.72
2015-06-23,1.1162,123.992,1.23396,138.408
2015-06-24,1.1203,123.86,1.2396,138.83
2015-06-25,1.12,123.6,1.23238,138.45
2015-06-26,1.1169,123.823,1.23158,138.31
2015-06-29,1.1229,122.47,1.23906,137.536
2015-06-30,1.1144,122.339,1.2484,136.349
2015-07-01,1.1048,123.15,1.2588,136.09
2015-07-02,1.10873,123.07,1.2551,136.458
2015-07-03,1.1067,122.82,1.25787,135.942
2015-07-06,1.1049,122.45,1.26537,135.308
2015-07-07,1.1024,122.59,1.2703,135.15
2015-07-08,1.10683,120.463,1.2735,133.384
2015-07-09,1.1025,121.314,1.27117,133.742
2015-07-10,1.11451,122.81,1.2679,136.894
2015-07-13,1.1011,123.368,1.2731,135.841
2015-07-14,1.1003,123.369,1.27436,135.749
2015-07-15,1.0942,123.736,1.2928,135.406
2015-07-16,1.0875,124.115,1.29576,134.96
2015-07-17,1.0849,124.09,1.2987,134.63
2015-07-20,1.0824,124.269,1.2995,134.521
2015-07-21,1.0935,123.965,1.29607,135.57
2015-07-22,1.09138,124.012,1.30399,135.34
2015-07-23,1.0998,123.76,1.3032,136.129
2015-07-24,1.0978,123.811,1.3053,135.91
2015-07-27,1.1094,123.258,1.30416,136.74
2015-07-28,1.1055,123.563,1.2931,136.591
2015-07-29,1.0981,123.903,1.2944,136.07
2015-07-30,1.0927,124.143,1.30038,135.66
2015-07-31,1.0986,123.88,1.3081,136.11
2015-08-03,1.0947,123.986,1.3157,135.738
2015-08-04,1.0888,124.319,1.3179,135.363
2015-08-05,1.0902,124.848,1.31847,136.13
2015-08-06,1.09316,124.68,1.3115,136.289
2015-08-07,1.0963,124.17,1.3135,136.148
2015-08-10,1.1014,124.62,1.30107,137.265
2015-08-11,1.1034,125.082,1.31155,138.037
2015-08-12,1.1165,124.236,1.2981,138.72
2015-08-13,1.1146,124.4,1.30629,138.651
2015-08-14,1.1104,124.292,1.3092,138.01
2015-08-17,1.10809,124.38,1.3088,137.83
2015-08-18,1.1033,124.36,1.306,137.21
2015-08-19,1.1127,123.755,1.30966,137.723
2015-08-20,1.12022,123.496,1.3081,138.345
2015-08-21,1.136,122.167,1.3169,138.787
2015-08-24,1.158,118.875,1.3256,137.65
2015-08-25,1.1467,119.268,1.3318,136.763
2015-08-26,1.13232,119.8,1.33364,135.661
2015-08-27,1.12626,120.809,1.3233,136.06
2015-08-28,1.11831,121.393,1.3213,135.743
2015-08-31,1.1229,121.183,1.3169,136.08
2015-09-01,1.1298,119.77,1.3215,135.317
2015-09-02,1.1222,120.239,1.3279,134.933
2015-09-03,1.1123,119.914,1.31859,133.385
2015-09-04,1.1138,119.038,1.3256,132.56
2015-09-07,1.1169,119.36,1.32993,133.313
2015-09-08,1.1205,119.876,1.3212,134.33
2015-09-09,1.1202,120.557,1.3239,135.05
2015-09-10,1.1283,120.531,1.323,136
2015-09-11,1.1336,120.57,1.3255,136.68
2015-09-14,1.13132,120.146,1.3259,135.922
2015-09-15,1.1267,120.445,1.32437,135.711
2015-09-16,1.1278,120.614,1.3185,136.043
2015-09-17,1.142,119.97,1.31327,137.009
2015-09-18,1.1301,119.94,1.32191,135.54
2015-09-21,1.1194,120.486,1.32424,134.888
2015-09-22,1.113,120.067,1.3255,133.649
2015-09-23,1.1182,120.234,1.3341,134.45
2015-09-24,1.1225,119.97,1.3318,134.68
2015-09-25,1.11968,120.595,1.33198,135.04
2015-09-28,1.1234,119.832,1.33852,134.631
2015-09-29,1.12619,119.568,1.34312,134.659
2015-09-30,1.1165,119.946,1.3347,133.937
2015-10-01,1.11844,119.88,1.32589,134.08
2015-10-02,1.12038,120.041,1.3165,134.46
2015-10-05,1.1184,120.47,1.30888,134.74
2015-10-06,1.12685,120.263,1.3034,135.515
2015-10-07,1.1247,119.93,1.3065,134.88
2015-10-08,1.1274,119.91,1.3013,135.18
2015-10-09,1.13551,120.24,1.2945,136.539
2015-10-12,1.13654,119.985,1.3007,136.374
2015-10-13,1.13862,119.718,1.30187,136.31
2015-10-14,1.1485,118.807,1.29234,136.434
2015-10-15,1.13771,118.909,1.28456,135.286
2015-10-16,1.13564,119.474,1.2911,135.676
2015-10-19,1.13229,119.489,1.30206,135.301
2015-10-20,1.13448,119.87,1.29793,136
2015-10-21,1.134,119.95,1.3127,136.04
2015-10-22,1.11169,120.67,1.31067,134.146
2015-10-23,1.0998,121.43,1.31882,133.58
2015-10-26,1.105,120.99,1.31632,133.718
2015-10-27,1.10384,120.36,1.3266,132.863
2015-10-28,1.09182,121.145,1.3178,132.263
2015-10-29,1.09806,121.07,1.31614,132.94
2015-10-30,1.0996,120.677,1.3079,132.711
2015-11-02,1.1008,120.78,1.31,132.973
2015-11-03,1.0965,120.969,1.30532,132.632
2015-11-04,1.0862,121.54,1.3154,132.017
2015-11-05,1.0881,121.72,1.3159,132.45
2015-11-06,1.0741,123.19,1.3291,132.33
2015-11-09,1.0758,123.13,1.3277,132.45
2015-11-10,1.07134,123.239,1.3266,132.03
2015-11-11,1.074,122.84,1.3258,131.954
2015-11-12,1.0811,122.59,1.32783,132.53
2015-11-13,1.07436,122.69,1.33094,131.81
2015-11-16,1.06823,123.21,1.33224,131.632
2015-11-17,1.0648,123.36,1.3315,131.34
2015-11-18,1.06542,123.52,1.33219,131.611
2015-11-19,1.0733,122.87,1.32979,131.89
2015-11-20,1.0647,122.866,1.3338,130.82
2015-11-23,1.06271,122.88,1.33759,130.591
2015-11-24,1.0646,122.474,1.33,130.4
2015-11-25,1.06181,122.719,1.32926,130.306
2015-11-26,1.0606,122.583,1.32885,130.01
2015-11-27,1.05955,122.83,1.33694,130.156
2015-11-30,1.05697,123.058,1.33582,130.073
2015-12-01,1.0632,122.842,1.33709,130.58
2015-12-02,1.062,123.14,1.33656,130.795
2015-12-03,1.09557,122.464,1.33394,134.15
2015-12-04,1.08699,123.204,1.33759,133.921
2015-12-07,1.0847,123.317,1.35139,133.777
2015-12-08,1.0888,123.04,1.3587,133.98
2015-12-09,1.10291,121.21,1.35928,133.69
2015-12-10,1.0937,121.65,1.3622,133.062
2015-12-11,1.0991,120.858,1.37413,132.84
2015-12-14,1.0996,120.869,1.37389,132.896
2015-12-15,1.09137,121.722,1.37409,132.839
2015-12-16,1.09165,122.204,1.3786,133.398
2015-12-17,1.0804,122.84,1.3947,132.73
2015-12-18,1.08661,121.293,1.39383,131.795
2015-12-21,1.09248,121.076,1.39636,132.276
2015-12-22,1.0954,121.05,1.39413,132.623
2015-12-23,1.0922,120.85,1.38578,132
2015-12-24,1.0952,120.31,1.38358,131.79
2015-12-25,1.0963,120.325,1.38275,131.907
2015-12-28,1.0972,120.35,1.3894,132.059
2015-12-29,1.09324,120.41,1.38234,131.677
2015-12-30,1.0931,120.52,1.38911,131.75
2015-12-31,1.0864,120.17,1.3829,130.65
2016-01-01,1.0864,120.17,1.3829,130.65
2016-01-04,1.08311,119.411,1.3948,129.337
2016-01-05,1.0744,119.045,1.3992,127.899
2016-01-06,1.0786,118.48,1.40963,127.785
2016-01-07,1.09258,117.6,1.4087,128.511
2016-01-08,1.09172,117.519,1.4145,128.291
2016-01-11,1.086,117.697,1.42148,127.819
2016-01-12,1.08461,117.745,1.4263,127.713
2016-01-13,1.0872,117.84,1.4349,128.13
2016-01-14,1.0857,118.129,1.4352,128.24
2016-01-15,1.0913,116.92,1.45217,127.613
2016-01-18,1.0889,117.34,1.4515,127.8
2016-01-19,1.09134,117.553,1.4554,128.29
2016-01-20,1.08801,117.029,1.44801,127.332
2016-01-21,1.0883,117.5,1.429,127.89
2016-01-22,1.0793,118.81,1.4151,128.23
2016-01-25,1.0852,118.33,1.42681,128.43
2016-01-26,1.08553,118.42,1.40798,128.559
2016-01-27,1.08969,118.586,1.411,129.22
2016-01-28,1.09502,118.8,1.40497,130.08
2016-01-29,1.0831,121.092,1.4025,131.16
2016-02-01,1.08929,121.11,1.39227,131.93
2016-02-02,1.09177,119.963,1.40187,130.971
2016-02-03,1.1105,117.781,1.37912,130.792
2016-02-04,1.12,116.758,1.37417,130.779
2016-02-05,1.11452,116.979,1.3894,130.39
2016-02-08,1.12042,115.511,1.3928,129.418
2016-02-09,1.1287,115.06,1.3877,129.876
2016-02-10,1.1291,113.338,1.39164,127.998
2016-02-11,1.1331,112.292,1.39309,127.237
2016-02-12,1.12542,113.257,1.38549,127.48
2016-02-15,1.11446,114.616,1.3828,127.737
2016-02-16,1.11415,113.89,1.388,126.893
2016-02-17,1.11437,113.808,1.37168,126.81
2016-02-18,1.11023,113.45,1.374,125.957
2016-02-19,1.1126,112.671,1.3768,125.364
2016-02-22,1.10297,112.86,1.3706,124.47
2016-02-23,1.10169,112.12,1.37648,123.525
2016-02-24,1.10092,111.962,1.36842,123.258
2016-02-25,1.1036,112.78,1.3545,124.49
2016-02-26,1.0938,113.847,1.35138,124.52
2016-02-29,1.08858,112.805,1.35099,122.793
2016-03-01,1.08709,113.885,1.33965,123.808
2016-03-02,1.0866,113.368,1.3431,123.18
2016-03-03,1.0964,113.612,1.33966,124.575
2016-03-04,1.09938,114.06,1.332,125.393
2016-03-07,1.1009,113.32,1.3276,124.77
2016-03-08,1.10069,112.565,1.34093,123.89
2016-03-09,1.10064,113.287,1.32582,124.688
2016-03-10,1.11849,113.147,1.3356,126.557
2016-03-11,1.11529,113.79,1.32367,126.913
2016-03-14,1.1097,113.805,1.3266,126.296
2016-03-15,1.111,113.083,1.3351,125.6
2016-03-16,1.12248,112.61,1.31285,126.39
2016-03-17,1.1316,111.54,1.2986,126.232
2016-03-18,1.12681,111.714,1.30242,125.88
2016-03-21,1.12494,111.82,1.30765,125.803
2016-03-22,1.1219,112.32,1.30386,126.028
2016-03-23,1.1181,112.41,1.3207,125.68
2016-03-24,1.11753,112.792,1.3241,126.04
2016-03-25,1.1162,113.105,1.32622,126.241
2016-03-28,1.11999,113.319,1.31797,126.927
2016-03-29,1.1302,112.666,1.3056,127.34
2016-03-30,1.13369,112.41,1.29653,127.454
2016-03-31,1.13845,112.518,1.29778,128.09
2016-04-01,1.1394,111.614,1.3012,127.171
2016-04-04,1.1396,111.29,1.3054,126.84
2016-04-05,1.1381,110.425,1.3154,125.67
2016-04-06,1.1405,109.67,1.3099,125.097
2016-04-07,1.13724,108.43,1.31325,123.336
2016-04-08,1.13996,108.17,1.29975,123.306
2016-04-11,1.14057,107.915,1.2887,123.06
2016-04-12,1.1393,108.51,1.2762,123.65
2016-04-13,1.12864,109.22,1.28147,123.28
2016-04-14,1.1262,109.28,1.2852,123.088
2016-04-15,1.1285,108.72,1.28415,122.69
2016-04-18,1.13142,108.73,1.28068,123.031
2016-04-19,1.1368,109.16,1.2648,124.113
2016-04-20,1.1298,109.76,1.26412,124.008
2016-04-21,1.1293,109.41,1.27314,123.57
2016-04-22,1.1229,111.6,1.2666,125.333
2016-04-25,1.12626,111.162,1.26883,125.19
2016-04-26,1.12817,111.45,1.26204,125.75
2016-04-27,1.13125,111.415,1.26205,126.048
2016-04-28,1.1352,108.036,1.2541,122.651
2016-04-29,1.14465,106.419,1.25399,121.832
2016-05-02,1.15182,106.48,1.2545,122.66
2016-05-03,1.15055,106.428,1.27253,122.476
2016-05-04,1.1493,106.94,1.28652,122.93
2016-05-05,1.1401,107.257,1.28599,122.284
2016-05-06,1.14018,107.1,1.2921,122.1
2016-05-09,1.13847,108.445,1.2967,123.468
2016-05-10,1.13691,109.24,1.2911,124.2
2016-05-11,1.14234,108.472,1.28405,123.914
2016-05-12,1.1371,109.075,1.28365,124.043
2016-05-13,1.13188,108.619,1.29333,122.9
2016-05-16,1.13195,108.98,1.28983,123.372
2016-05-17,1.1319,109.02,1.2915,123.41
2016-05-18,1.12195,110.18,1.30183,123.621
2016-05-19,1.1202,109.92,1.30941,123.154
2016-05-20,1.1214,110.116,1.31263,123.485
2016-05-23,1.12146,109.23,1.31431,122.538
2016-05-24,1.11403,110.001,1.31441,122.545
2016-05-25,1.11604,110.14,1.3034,122.92
2016-05-26,1.11901,109.75,1.2984,122.806
2016-05-27,1.1113,110.37,1.30324,122.65
2016-05-30,1.1134,111.127,1.30488,123.734
2016-05-31,1.11338,110.614,1.3107,123.162
2016-06-01,1.11923,109.49,1.306,122.562
2016-06-02,1.1147,108.87,1.3104,121.373
2016-06-03,1.13518,106.62,1.2941,121.05
2016-06-06,1.13656,107.48,1.2816,122.16
2016-06-07,1.1359,107.33,1.276,121.93
2016-06-08,1.13943,107.02,1.27005,121.95
2016-06-09,1.1329,106.94,1.2709,121.16
2016-06-10,1.1261,106.769,1.27556,120.249
2016-06-13,1.1289,106.23,1.28037,119.951
2016-06-14,1.1207,106.055,1.28507,118.85
2016-06-15,1.1265,105.979,1.29093,119.379
2016-06-16,1.123,104.266,1.29678,117.091
2016-06-17,1.12802,104.2,1.28734,117.547
2016-06-20,1.1306,103.96,1.28098,117.57
2016-06-21,1.1249,104.868,1.2814,117.971
2016-06-22,1.1304,104.44,1.28309,118.04
2016-06-23,1.13449,105.823,1.27842,120.046
2016-06-24,1.11219,102.315,1.29815,113.81
2016-06-27,1.10132,102.01,1.3079,112.36
2016-06-28,1.1057,102.732,1.3054,113.599
2016-06-29,1.1107,102.77,1.29743,114.15
2016-06-30,1.1087,103.238,1.2943,114.464
2016-07-01,1.1131,102.49,1.291,114.1
2016-07-04,1.1142,102.502,1.28427,114.213
2016-07-05,1.1068,101.61,1.2997,112.48
2016-07-06,1.11048,101.27,1.2962,112.46
2016-07-07,1.1054,100.735,1.30092,111.355
2016-07-08,1.10553,100.46,1.304,111.06
2016-07-11,1.10617,102.843,1.31129,113.761
2016-07-12,1.10639,104.84,1.3022,116.01
2016-07-13,1.1097,104.422,1.29763,115.875
2016-07-14,1.11221,105.442,1.289,117.274
2016-07-15,1.10698,105.553,1.29291,116.858
2016-07-18,1.10716,106.177,1.29307,117.556
2016-07-19,1.10175,106.059,1.30219,116.862
2016-07-20,1.10173,106.925,1.30491,117.811
2016-07-21,1.10184,105.678,1.30938,116.45
2016-07-22,1.09726,106.181,1.31492,116.505
2016-07-25,1.09903,105.795,1.32215,116.282
2016-07-26,1.09904,104.62,1.31825,114.975
2016-07-27,1.10483,105.447,1.31819,116.48
2016-07-28,1.10726,105.391,1.31634,116.706
2016-07-29,1.11836,102.01,1.30449,114.082
2016-08-01,1.11614,102.353,1.31062,114.246
2016-08-02,1.12245,100.927,1.30971,113.288
2016-08-03,1.1147,101.152,1.30788,112.762
2016-08-04,1.11279,101.159,1.30168,112.569
2016-08-05,1.10874,101.783,1.31621,112.843
2016-08-08,1.10826,102.436,1.31636,113.535
2016-08-09,1.11111,101.901,1.31329,113.22
2016-08-10,1.11741,101.271,1.30551,113.18
2016-08-11,1.11439,101.878,1.29794,113.53
2016-08-12,1.11594,101.249,1.29603,113.003
2016-08-15,1.1184,101.228,1.29158,113.217
2016-08-16,1.12753,100.271,1.28522,113.064
2016-08-17,1.12814,100.276,1.28596,113.1
2016-08-18,1.13541,99.981,1.2769,113.521
2016-08-19,1.13276,100.141,1.28548,113.435
2016-08-22,1.1323,100.274,1.29413,113.535
2016-08-23,1.1307,100.191,1.29108,113.282
2016-08-24,1.12634,100.436,1.29259,113.12
2016-08-25,1.12822,100.531,1.29267,113.424
2016-08-26,1.11985,101.794,1.29935,113.96
2016-08-29,1.11867,101.967,1.30148,114.067
2016-08-30,1.11403,103.032,1.30942,114.778
2016-08-31,1.11588,103.429,1.3108,115.419
2016-09-01,1.11972,103.276,1.30951,115.643
2016-09-02,1.11602,103.953,1.29928,116.006
2016-09-05,1.11467,103.368,1.29152,115.228
2016-09-06,1.1257,102.057,1.28352,114.884
2016-09-07,1.1244,101.753,1.28999,114.412
2016-09-08,1.1254,102.53,1.29198,115.393
2016-09-09,1.12268,102.703,1.30272,115.302
2016-09-12,1.1234,101.834,1.30511,114.4
2016-09-13,1.12125,102.702,1.31653,115.12
2016-09-14,1.12471,102.337,1.31968,115.104
2016-09-15,1.12426,102.213,1.31565,114.913
2016-09-16,1.11532,102.369,1.3208,114.18
2016-09-19,1.11791,101.797,1.32035,113.77
2016-09-20,1.11565,101.758,1.32071,113.52
2016-09-21,1.11827,100.467,1.31163,112.355
2016-09-22,1.1202,100.878,1.3064,113.028
2016-09-23,1.12321,101.048,1.31677,113.496
2016-09-26,1.12572,100.264,1.32341,112.87
2016-09-27,1.12183,100.349,1.32149,112.581
2016-09-28,1.12113,100.635,1.31241,112.826
2016-09-29,1.12172,101.023,1.3157,113.322
2016-09-30,1.12332,101.38,1.31232,113.889
2016-10-03,1.12146,101.555,1.31032,113.887
2016-10-04,1.11976,102.762,1.3198,115.063
2016-10-05,1.12112,103.608,1.31723,116.155
2016-10-06,1.1144,104.086,1.3215,115.97
2016-10-07,1.1191,102.947,1.32708,115.217
2016-10-10,1.1133,103.644,1.31718,115.403
2016-10-11,1.1054,103.422,1.32538,114.327
2016-10-12,1.1014,104.225,1.32499,114.803
2016-10-13,1.1049,103.618,1.3197,114.491
2016-10-14,1.0981,104.215,1.31306,114.437
2016-10-17,1.10001,103.84,1.31267,114.217
2016-10-18,1.09804,103.828,1.31199,114.019
2016-10-19,1.09687,103.471,1.3127,113.493
2016-10-20,1.09266,103.947,1.32251,113.589
2016-10-21,1.08724,103.838,1.33366,112.906
2016-10-24,1.08743,104.236,1.33849,113.335
2016-10-25,1.08881,104.178,1.33495,113.439
2016-10-26,1.09064,104.506,1.33752,113.983
2016-10-27,1.09015,105.222,1.33928,114.725
2016-10-28,1.0976,104.763,1.33895,114.985
2016-10-31,1.09763,104.845,1.34162,115.095
2016-11-01,1.10579,104.092,1.3389,115.106
2016-11-02,1.1088,103.435,1.33926,114.718
2016-11-03,1.11097,102.946,1.3377,114.37
2016-11-04,1.11222,103.072,1.34054,114.639
2016-11-07,1.10461,104.469,1.33647,115.405
2016-11-08,1.10234,105.089,1.33054,115.839
2016-11-09,1.09225,105.822,1.33687,115.585
2016-11-10,1.08913,106.897,1.3476,116.438
2016-11-11,1.08434,106.768,1.35287,115.772
2016-11-14,1.0739,108.39,1.35554,116.4
2016-11-15,1.07187,109.277,1.34662,117.131
2016-11-16,1.0681,109.164,1.34351,116.598
2016-11-17,1.06223,109.961,1.35126,116.817
2016-11-18,1.05934,110.706,1.35088,117.286
2016-11-21,1.06182,111.087,1.342,117.966
2016-11-22,1.06252,111.111,1.34443,118.058
2016-11-23,1.05546,112.547,1.34868,118.791
2016-11-24,1.05691,113.161,1.34927,119.61
2016-11-25,1.05922,113.205,1.35183,119.909
2016-11-28,1.0596,112.253,1.3425,118.942
2016-11-29,1.06418,112.407,1.3426,119.622
2016-11-30,1.05986,114.299,1.34277,121.143
2016-12-01,1.06482,114.063,1.33244,121.452
2016-12-02,1.06639,113.561,1.32891,121.107
2016-12-05,1.07604,113.488,1.32401,122.115
2016-12-06,1.07151,114.066,1.32899,122.23
2016-12-07,1.0764,113.811,1.32392,122.503
2016-12-08,1.06181,113.959,1.31889,121.013
2016-12-09,1.0551,115.214,1.31665,121.58
2016-12-12,1.06336,115.023,1.31419,122.31
2016-12-13,1.0622,115.131,1.31183,122.312
2016-12-14,1.05213,116.95,1.32826,123.048
2016-12-15,1.0415,118.111,1.33525,123.014
2016-12-16,1.0434,117.943,1.33512,123.071
2016-12-19,1.04033,117.014,1.3412,121.737
2016-12-20,1.03872,117.793,1.33717,122.353
2016-12-21,1.04285,117.509,1.34039,122.568
2016-12-22,1.04356,117.547,1.3496,122.677
2016-12-23,1.04513,117.261,1.3545,122.54
2016-12-26,1.04492,117.119,1.35103,122.51
2016-12-27,1.0455,117.459,1.35754,122.79
2016-12-28,1.0413,117.109,1.35447,121.948
2016-12-29,1.04851,116.626,1.34935,122.291
2016-12-30,1.05316,116.74,1.34366,122.973
2017-01-02,1.04679,117.456,1.3425,122.9
2017-01-03,1.04134,117.562,1.34294,122.414
2017-01-04,1.04657,117.532,1.33187,123.016
2017-01-05,1.0589,115.665,1.3241,122.507
2017-01-06,1.05315,117.04,1.3233,123.265
2017-01-09,1.05649,116.156,1.32276,122.72
2017-01-10,1.05582,115.743,1.3224,122.211
2017-01-11,1.0575,115.465,1.3169,122.098
2017-01-12,1.06171,114.599,1.31357,121.673
2017-01-13,1.06455,114.533,1.31225,121.918
2017-01-16,1.05967,114.068,1.3162,120.876
2017-01-17,1.0704,112.675,1.3051,120.67
2017-01-18,1.06397,114.252,1.32598,121.557
2017-01-19,1.06591,114.845,1.3319,122.41
2017-01-20,1.06907,114.58,1.33266,122.492
2017-01-23,1.07472,113.015,1.32488,121.46
2017-01-24,1.07274,113.836,1.31681,122.109
2017-01-25,1.07494,113.296,1.30678,121.763
2017-01-26,1.06914,114.389,1.30877,122.3
2017-01-27,1.06977,115.112,1.31394,123.12
2017-01-30,1.0694,113.59,1.3114,121.496
2017-01-31,1.07947,112.875,1.30198,121.83
2017-02-01,1.07712,113.139,1.30466,121.87
2017-02-02,1.0759,112.684,1.30252,121.35
2017-02-03,1.07743,112.871,1.30256,121.42
2017-02-06,1.07494,111.735,1.30831,120.08
2017-02-07,1.06946,112.219,1.3162,119.999
2017-02-08,1.06874,112.049,1.3157,119.753
2017-02-09,1.0659,113.269,1.31405,120.723
2017-02-10,1.06321,113.421,1.30841,120.591
2017-02-13,1.05993,113.613,1.30716,120.423
2017-02-14,1.05732,114.18,1.30759,120.723
2017-02-15,1.0599,114.159,1.30782,120.98
2017-02-16,1.06729,113.159,1.30757,120.777
2017-02-17,1.06077,112.922,1.3102,119.786
2017-02-20,1.06177,113.117,1.30921,120.09
2017-02-21,1.05467,113.595,1.31406,119.806
2017-02-22,1.05705,113.133,1.31524,119.587
2017-02-23,1.0578,112.717,1.31157,119.23
2017-02-24,1.05577,112.008,1.31072,118.267
2017-02-27,1.05867,112.761,1.31518,119.35
2017-02-28,1.05907,112.331,1.32924,118.956
2017-03-01,1.05514,113.619,1.33396,119.879
2017-03-02,1.05052,114.469,1.3395,120.248
2017-03-03,1.06121,113.928,1.33787,120.901
2017-03-06,1.05839,113.903,1.341,120.53
2017-03-07,1.05667,114.026,1.34172,120.491
2017-03-08,1.05442,114.381,1.3488,120.606
